Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem (approved),Curricular units 2nd sem (approved),Unemployment rate,Inflation rate,GDP,Target
1,1,1,2,1,1,1,22,27,10,8,1,0,0,1,0,0,18,0,0,7.6,2.6,0.32,Graduate
1,1,6,15,1,1,1,1,1,12,12,0,0,0,1,0,0,22,0,0,7.6,2.6,0.32,Dropout
1,9,1,16,1,1,1,22,27,10,6,0,0,0,1,0,1,18,6,6,11.1,0.6,2.02,Graduate
2,12,1,17,0,1,1,22,27,10,5,0,0,0,1,0,0,44,5,5,15.5,2.8,-4.06,Graduate
5,12,1,16,1,12,1,23,1,6,4,0,0,1,1,0,0,33,5,5,7.6,2.6,0.32,Dropout
2,12,1,16,1,1,1,22,27,10,10,0,0,1,0,0,0,32,0,0,10.8,1.4,1.74,Dropout
2,12,1,4,1,1,1,13,14,5,5,0,0,0,0,0,0,35,0,0,15.5,2.8,-4.06,Dropout
1,1,1,10,1,1,1,13,14,7,7,1,0,0,1,0,0,20,6,6,11.1,0.6,2.02,Graduate
1,12,1,11,1,1,1,3,1,7,7,1,0,0,1,0,0,24,5,5,9.4,-0.8,-3.12,Graduate
1,1,1,12,1,1,1,23,1,10,11,0,0,0,1,0,0,19,7,8,16.2,0.3,-0.92,Graduate
1,1,2,15,1,1,1,1,1,5,10,1,0,0,1,1,1,19,6,6,12.7,3.7,-1.7,Graduate
1,13,1,4,1,1,1,13,1,10,6,1,0,0,0,1,0,27,0,0,15.5,2.8,-4.06,Dropout
1,12,1,16,1,1,1,13,1,10,5,0,0,0,0,0,0,30,0,0,12.7,3.7,-1.7,Dropout
1,8,4,2,1,1,1,23,28,10,10,1,0,0,1,1,0,21,0,0,10.8,1.4,1.74,Dropout
1,1,1,5,1,1,1,1,10,6,9,1,0,0,1,1,0,19,6,6,8.9,1.4,3.51,Graduate
1,14,1,12,1,1,1,4,14,5,11,0,0,0,1,1,0,18,7,7,13.9,-0.3,0.79,Graduate
1,1,1,2,1,1,1,3,2,4,4,1,0,0,1,1,0,21,0,0,9.4,-0.8,-3.12,Graduate
1,1,1,12,1,1,1,13,27,5,10,1,0,0,1,0,1,19,6,6,7.6,2.6,0.32,Graduate
1,1,1,15,1,1,1,22,28,10,7,1,0,0,1,1,0,18,6,6,12.7,3.7,-1.7,Graduate
1,8,2,12,1,1,1,13,14,10,11,1,0,0,1,0,0,19,7,8,11.1,0.6,2.02,Graduate
4,12,1,11,1,1,1,23,27,10,10,0,0,1,1,0,0,45,5,0,12.7,3.7,-1.7,Dropout
1,12,1,6,1,1,1,13,27,10,7,1,0,0,1,0,0,26,6,4,15.5,2.8,-4.06,Graduate
2,12,2,17,0,1,1,22,27,10,10,1,0,0,1,1,0,51,0,0,12.7,3.7,-1.7,Dropout
2,12,1,15,1,12,1,22,27,7,7,0,0,1,1,1,1,49,6,6,10.8,1.4,1.74,Graduate
1,8,1,9,1,1,1,1,27,6,10,1,0,0,1,1,0,22,2,1,7.6,2.6,0.32,Dropout
2,4,1,8,1,3,1,3,3,2,2,0,0,0,1,0,0,33,2,2,9.4,-0.8,-3.12,Dropout
1,5,1,14,1,1,9,22,27,10,10,0,0,0,1,0,0,20,5,4,9.4,-0.8,-3.12,Graduate
1,1,4,10,1,1,1,23,14,8,8,1,0,0,1,0,1,18,6,6,10.8,1.4,1.74,Graduate
1,1,5,16,1,1,1,23,27,10,10,1,0,1,0,0,0,20,3,2,10.8,1.4,1.74,Dropout
2,18,1,17,0,1,14,23,27,5,7,0,0,0,1,0,0,37,7,10,8.9,1.4,3.51,Graduate
1,1,1,11,1,1,2,22,1,10,4,1,0,0,1,1,0,18,6,6,7.6,2.6,0.32,Graduate
1,1,3,11,1,1,1,1,14,10,10,1,0,0,1,0,0,19,6,6,12.4,0.5,1.79,Graduate
1,15,1,6,1,14,1,1,14,4,4,1,0,0,1,0,0,21,6,4,12.4,0.5,1.79,Graduate
1,1,2,12,1,1,1,13,1,10,2,0,0,0,1,0,0,20,6,7,13.9,-0.3,0.79,Graduate
1,1,2,12,1,1,1,22,1,8,8,1,0,0,1,0,0,19,0,0,13.9,-0.3,0.79,Dropout
1,8,2,13,1,1,1,23,14,8,8,1,0,0,1,0,0,20,4,4,11.1,0.6,2.02,Dropout
1,8,4,12,1,1,1,3,1,3,6,1,0,0,1,0,0,18,7,8,13.9,-0.3,0.79,Graduate
1,1,4,12,1,1,1,1,14,10,8,1,0,0,1,0,0,19,7,7,12.7,3.7,-1.7,Graduate
1,1,1,10,1,1,1,22,28,10,4,0,0,0,1,0,0,18,4,5,15.5,2.8,-4.06,Graduate
1,8,1,10,1,1,1,23,28,8,8,1,0,0,1,0,1,18,6,6,15.5,2.8,-4.06,Graduate
1,1,2,15,1,1,1,1,14,5,6,1,0,0,1,0,0,18,2,0,12.7,3.7,-1.7,Dropout
1,1,2,13,1,1,1,1,14,5,6,1,0,0,1,0,1,18,7,8,16.2,0.3,-0.92,Graduate
1,1,1,5,1,1,14,22,14,10,9,1,0,0,1,0,1,19,6,6,11.1,0.6,2.02,Graduate
1,17,1,4,1,16,1,1,14,10,8,0,0,1,1,0,1,24,12,11,8.9,1.4,3.51,Graduate
1,1,1,9,1,1,1,1,14,6,8,1,0,0,1,0,1,21,5,4,9.4,-0.8,-3.12,Graduate
1,15,1,6,1,14,1,23,27,5,11,0,0,1,0,0,0,20,4,5,16.2,0.3,-0.92,Dropout
1,8,6,12,1,1,1,13,27,4,10,1,0,0,1,0,1,19,7,8,16.2,0.3,-0.92,Graduate
1,8,5,13,1,1,1,13,14,10,9,1,0,0,1,0,1,19,7,8,10.8,1.4,1.74,Graduate
1,1,3,12,1,1,1,1,1,10,10,1,0,0,1,0,0,18,7,7,12.7,3.7,-1.7,Graduate
1,1,1,6,1,1,1,23,28,5,8,1,0,0,1,0,0,19,5,5,16.2,0.3,-0.92,Graduate
1,8,4,9,1,1,1,23,14,10,10,1,0,0,1,0,0,21,5,5,8.9,1.4,3.51,Graduate
1,1,2,16,1,1,1,1,28,10,9,1,0,0,1,0,1,19,6,6,15.5,2.8,-4.06,Graduate
1,1,5,11,1,1,1,13,1,8,11,1,0,0,1,0,1,18,6,6,8.9,1.4,3.51,Graduate
1,8,5,5,1,1,1,4,1,5,5,1,1,0,1,0,1,17,6,6,15.5,2.8,-4.06,Graduate
1,8,6,9,1,1,1,22,1,10,8,1,0,0,0,1,0,23,3,3,9.4,-0.8,-3.12,Dropout
1,1,1,14,1,1,1,1,27,2,11,1,0,0,1,0,0,19,6,6,8.9,1.4,3.51,Graduate
1,1,1,12,1,1,1,13,3,10,5,1,0,0,1,0,0,18,6,6,7.6,2.6,0.32,Graduate
1,1,1,14,1,1,1,23,28,6,10,1,0,0,1,0,0,20,6,5,15.5,2.8,-4.06,Graduate
1,1,3,6,1,1,1,1,14,10,10,1,0,0,1,0,1,19,5,5,10.8,1.4,1.74,Graduate
1,1,1,10,1,1,1,13,28,4,10,1,0,0,1,0,1,18,6,6,12.4,0.5,1.79,Graduate
1,8,2,10,1,1,1,22,27,10,5,0,0,0,1,0,1,19,6,6,13.9,-0.3,0.79,Graduate
1,1,4,10,1,1,1,23,1,5,11,1,0,0,1,0,0,19,6,6,10.8,1.4,1.74,Graduate
1,8,1,12,1,1,1,13,27,5,9,1,0,0,1,0,0,18,8,8,9.4,-0.8,-3.12,Graduate
1,8,2,12,1,1,1,3,3,4,7,1,0,0,1,0,0,18,7,7,13.9,-0.3,0.79,Graduate
1,1,5,12,1,1,1,23,28,8,8,1,0,0,1,0,1,19,6,6,7.6,2.6,0.32,Graduate
1,1,1,12,1,1,1,23,27,10,10,0,0,0,1,0,1,19,7,7,12.7,3.7,-1.7,Graduate
1,1,1,12,1,1,1,4,4,3,2,0,0,0,1,0,0,19,6,6,7.6,2.6,0.32,Graduate
1,1,2,12,1,1,1,22,27,10,9,1,0,0,1,0,0,21,7,8,15.5,2.8,-4.06,Graduate
1,1,3,15,1,1,1,3,1,3,4,1,0,0,1,0,0,18,6,6,13.9,-0.3,0.79,Graduate
1,1,1,15,1,1,1,13,27,10,10,0,0,0,1,0,1,19,6,6,11.1,0.6,2.02,Graduate
1,1,4,15,1,1,1,13,27,13,12,0,0,0,0,0,0,18,0,0,12.7,3.7,-1.7,Dropout
1,4,1,3,0,3,1,1,1,5,5,0,0,0,1,0,0,30,0,0,10.8,1.4,1.74,Dropout
1,8,1,8,1,1,1,3,2,4,7,1,0,0,1,0,0,18,6,5,13.9,-0.3,0.79,Dropout
1,1,3,12,1,1,1,13,14,5,9,1,0,0,1,0,1,20,6,6,7.6,2.6,0.32,Graduate
1,12,1,14,1,12,1,1,1,5,8,0,0,1,0,0,0,25,5,5,9.4,-0.8,-3.12,Dropout
1,1,5,12,1,1,1,23,27,6,8,1,0,0,1,0,0,18,6,6,7.6,2.6,0.32,Graduate
1,1,1,12,1,1,1,5,4,3,2,0,0,0,1,0,0,18,7,7,12.7,3.7,-1.7,Graduate
1,1,1,12,1,1,1,22,27,10,10,1,0,0,1,0,0,18,6,6,7.6,2.6,0.32,Graduate
1,8,1,16,1,1,1,3,3,3,3,1,0,0,0,0,0,29,6,5,12.7,3.7,-1.7,Dropout
1,14,1,8,1,1,1,3,3,3,3,0,0,0,1,0,0,20,14,12,15.5,2.8,-4.06,Graduate
1,4,1,12,1,3,1,3,1,5,5,0,0,0,1,0,0,26,0,0,13.9,-0.3,0.79,Dropout
1,1,2,10,1,1,1,23,1,8,8,1,0,0,1,0,0,21,5,6,12.4,0.5,1.79,Graduate
1,9,1,12,1,1,1,22,14,6,6,0,0,0,1,0,1,19,8,8,9.4,-0.8,-3.12,Graduate
1,8,2,11,1,1,1,13,14,6,6,1,0,1,1,0,0,19,6,5,16.2,0.3,-0.92,Dropout
1,9,1,3,0,1,1,1,1,5,4,0,0,1,1,0,0,20,4,4,16.2,0.3,-0.92,Graduate
1,1,6,12,1,1,1,22,27,10,9,1,0,0,1,0,1,18,7,8,15.5,2.8,-4.06,Graduate
1,1,2,15,1,1,1,19,14,4,1,1,0,0,0,0,0,20,4,3,7.6,2.6,0.32,Dropout
1,1,1,10,1,1,1,13,28,10,10,0,1,0,1,0,1,20,6,6,16.2,0.3,-0.92,Graduate
1,1,1,15,1,1,1,22,27,10,10,1,0,0,1,0,0,18,6,5,9.4,-0.8,-3.12,Graduate
1,15,1,6,1,14,1,3,3,3,3,1,0,0,1,0,0,22,6,5,13.9,-0.3,0.79,Graduate
1,8,1,4,1,1,1,13,1,10,3,1,0,0,1,0,1,19,6,6,12.4,0.5,1.79,Graduate
1,1,2,13,1,1,1,13,14,10,10,1,0,0,1,0,0,18,7,8,12.7,3.7,-1.7,Graduate
1,1,1,10,1,1,1,23,28,28,42,1,0,1,1,0,0,20,6,6,11.1,0.6,2.02,Graduate
1,8,1,16,1,1,1,23,27,6,6,1,0,0,1,0,0,18,5,4,10.8,1.4,1.74,Dropout
1,8,2,14,1,1,1,1,14,6,6,1,0,0,1,0,0,21,0,0,8.9,1.4,3.51,Dropout
1,1,1,10,1,1,1,1,14,5,5,0,0,0,1,0,0,19,6,6,12.4,0.5,1.79,Graduate
1,1,5,12,1,1,1,23,28,10,10,1,0,0,1,0,0,18,8,8,9.4,-0.8,-3.12,Dropout
1,1,4,15,1,1,4,10,10,12,5,1,0,0,1,0,0,18,6,5,7.6,2.6,0.32,Graduate
1,8,1,6,1,1,1,13,14,5,10,1,0,1,0,0,1,21,2,0,15.5,2.8,-4.06,Dropout
1,1,1,9,1,1,1,1,28,6,6,0,0,1,1,0,0,19,5,4,13.9,-0.3,0.79,Graduate
1,1,1,9,1,1,1,22,27,10,8,1,0,0,1,0,1,19,5,5,9.4,-0.8,-3.12,Graduate
1,8,3,10,1,1,1,1,14,5,11,1,0,0,1,0,0,19,5,0,16.2,0.3,-0.92,Dropout
1,1,1,2,1,1,1,5,3,4,4,0,0,0,1,0,0,18,0,0,13.9,-0.3,0.79,Graduate
1,14,1,11,1,1,1,23,28,10,10,0,0,0,1,0,1,19,0,1,10.8,1.4,1.74,Dropout
1,8,2,12,1,1,1,23,1,6,8,1,0,0,1,0,1,20,6,8,16.2,0.3,-0.92,Dropout
1,1,3,12,1,1,1,12,13,2,2,1,0,0,0,0,0,18,6,6,9.4,-0.8,-3.12,Dropout
1,1,1,2,1,1,1,13,14,9,9,1,0,0,1,0,1,19,0,0,11.1,0.6,2.02,Dropout
1,1,1,5,1,1,1,13,1,6,8,1,0,0,1,0,0,18,6,6,10.8,1.4,1.74,Graduate
1,1,1,10,1,1,1,1,27,6,8,0,0,0,1,0,1,19,6,6,16.2,0.3,-0.92,Graduate
1,1,2,9,1,1,1,13,27,5,6,1,0,0,1,0,0,20,3,5,7.6,2.6,0.32,Graduate
1,8,5,12,1,1,1,1,1,5,6,1,0,0,1,0,1,19,7,8,16.2,0.3,-0.92,Graduate
1,1,3,12,1,1,1,13,28,2,2,1,0,0,1,0,0,18,7,7,12.7,3.7,-1.7,Graduate
1,12,1,11,1,1,1,13,1,5,2,0,0,1,1,0,0,25,0,0,15.5,2.8,-4.06,Dropout
1,8,5,5,1,1,1,22,27,10,10,1,0,0,0,0,0,18,4,6,7.6,2.6,0.32,Graduate
1,1,5,15,1,1,1,23,14,10,10,1,0,0,1,0,0,19,6,6,8.9,1.4,3.51,Graduate
1,8,2,13,1,1,1,13,28,5,9,1,0,0,1,0,1,19,7,8,15.5,2.8,-4.06,Graduate
1,1,1,9,1,1,1,13,14,6,9,0,0,1,0,0,1,20,2,2,9.4,-0.8,-3.12,Dropout
1,8,4,6,1,1,1,23,27,5,10,1,0,0,1,0,0,20,2,5,10.8,1.4,1.74,Graduate
1,8,1,10,1,1,1,1,1,10,10,1,0,0,1,0,0,21,6,6,11.1,0.6,2.02,Graduate
1,1,2,2,1,1,1,3,1,3,4,1,0,0,1,0,0,19,0,0,12.7,3.7,-1.7,Graduate
2,12,1,3,0,9,1,22,27,8,10,0,0,0,1,0,0,42,6,6,10.8,1.4,1.74,Graduate
1,1,1,5,1,1,1,22,27,10,7,0,0,0,1,0,1,19,5,6,15.5,2.8,-4.06,Graduate
1,1,6,11,1,1,1,23,14,10,6,1,0,0,1,0,0,18,6,4,8.9,1.4,3.51,Graduate
1,5,1,6,1,1,1,13,14,5,6,1,0,0,1,0,0,21,5,5,10.8,1.4,1.74,Graduate
1,1,1,10,1,1,1,23,27,6,6,0,0,0,1,0,1,20,6,6,16.2,0.3,-0.92,Graduate
1,1,1,16,1,1,1,1,14,4,4,1,0,0,1,0,0,20,7,7,11.1,0.6,2.02,Graduate
1,1,4,12,1,1,1,23,27,8,8,1,0,0,1,0,0,19,7,8,15.5,2.8,-4.06,Graduate
1,13,1,10,1,1,1,1,14,5,10,0,0,0,1,0,0,21,11,9,7.6,2.6,0.32,Graduate
1,1,1,5,1,1,1,23,14,23,44,1,1,0,1,0,0,19,6,6,8.9,1.4,3.51,Graduate
1,1,1,12,1,1,1,13,14,10,10,0,0,0,1,0,1,19,7,8,15.5,2.8,-4.06,Graduate
1,15,1,6,1,14,1,22,14,10,11,1,0,0,1,0,0,22,6,6,16.2,0.3,-0.92,Graduate
1,1,2,16,1,1,1,3,1,4,6,0,0,0,1,0,0,21,5,5,9.4,-0.8,-3.12,Graduate
1,8,4,11,1,1,1,22,27,6,9,1,0,0,1,0,1,18,2,3,7.6,2.6,0.32,Dropout
1,1,4,12,1,1,1,1,3,2,3,0,0,0,1,0,1,20,7,7,10.8,1.4,1.74,Graduate
1,8,2,14,1,1,1,19,27,1,1,1,0,1,0,0,0,18,3,4,7.6,2.6,0.32,Dropout
1,8,1,10,1,1,1,13,27,8,10,0,0,0,1,0,0,20,0,0,8.9,1.4,3.51,Dropout
1,8,4,12,1,1,1,1,1,4,4,1,0,0,1,0,0,23,6,7,12.4,0.5,1.79,Graduate
1,1,2,15,1,1,1,1,1,4,4,1,0,0,1,0,0,18,6,6,12.7,3.7,-1.7,Graduate
1,15,1,10,1,14,1,1,1,10,4,1,0,0,1,0,0,20,6,6,12.4,0.5,1.79,Graduate
1,8,1,12,1,1,1,23,27,6,10,1,0,0,1,0,1,18,7,7,10.8,1.4,1.74,Graduate
1,1,6,9,1,1,1,23,28,10,10,1,0,0,1,0,0,20,4,5,11.1,0.6,2.02,Graduate
1,9,2,12,1,1,1,1,3,4,3,1,0,0,1,0,0,18,7,8,16.2,0.3,-0.92,Graduate
1,8,1,14,1,1,1,3,3,3,2,1,0,0,1,0,0,20,6,6,16.2,0.3,-0.92,Graduate
1,1,5,12,1,1,1,1,1,6,9,1,0,0,1,0,0,19,7,7,12.7,3.7,-1.7,Graduate
1,15,1,6,1,14,1,1,14,5,5,0,0,0,1,0,0,21,6,6,13.9,-0.3,0.79,Graduate
2,4,1,5,1,17,1,22,1,10,8,0,0,0,1,0,0,33,6,3,11.1,0.6,2.02,Graduate
1,1,1,6,1,1,1,10,2,5,3,0,0,1,0,0,0,24,1,0,7.6,2.6,0.32,Dropout
1,14,1,10,1,1,1,1,28,5,4,0,0,0,1,0,1,20,11,11,13.9,-0.3,0.79,Graduate
1,1,1,2,1,1,1,13,28,10,2,1,0,0,1,0,0,18,0,0,9.4,-0.8,-3.12,Graduate
1,1,4,5,1,1,1,1,1,8,4,1,0,0,1,0,0,18,6,6,15.5,2.8,-4.06,Graduate
1,14,1,3,0,6,1,19,24,1,1,0,0,1,1,0,0,29,4,2,7.6,2.6,0.32,Dropout
1,8,1,12,1,1,1,1,1,6,6,0,1,0,1,0,0,18,7,8,16.2,0.3,-0.92,Graduate
1,1,3,15,1,1,1,23,27,6,6,1,0,0,1,0,0,19,6,6,9.4,-0.8,-3.12,Graduate
1,8,1,2,1,1,1,23,28,8,8,1,0,0,1,0,0,19,0,0,15.5,2.8,-4.06,Dropout
1,8,1,10,1,1,1,13,14,6,5,0,0,0,1,0,1,18,5,6,12.4,0.5,1.79,Graduate
1,14,1,12,1,1,1,13,14,8,8,0,0,0,1,0,1,19,6,8,16.2,0.3,-0.92,Graduate
1,13,1,16,1,1,1,22,14,10,4,0,0,0,1,0,0,20,12,10,10.8,1.4,1.74,Dropout
1,8,1,11,1,1,1,13,14,8,6,1,0,0,1,0,1,19,4,3,9.4,-0.8,-3.12,Graduate
1,1,6,12,1,1,1,13,28,6,8,1,0,0,1,0,1,18,8,8,9.4,-0.8,-3.12,Graduate
1,8,1,11,1,1,1,3,1,3,4,0,0,0,1,0,1,19,6,3,9.4,-0.8,-3.12,Graduate
1,8,4,15,1,1,1,1,1,6,6,0,0,1,1,1,0,20,5,6,12.7,3.7,-1.7,Dropout
1,1,6,12,1,1,1,4,14,3,4,1,0,0,1,1,0,18,0,0,16.2,0.3,-0.92,Dropout
1,12,1,4,1,1,1,3,1,3,5,0,0,1,0,1,0,35,5,4,8.9,1.4,3.51,Dropout
1,1,1,2,1,1,1,22,14,6,9,1,0,0,1,1,1,19,0,0,13.9,-0.3,0.79,Graduate
1,1,3,9,1,1,1,23,28,10,10,1,0,0,1,1,0,19,3,2,12.7,3.7,-1.7,Dropout
1,12,2,13,1,1,1,1,1,10,11,0,0,0,1,1,0,24,0,0,11.1,0.6,2.02,Dropout
1,12,1,3,0,1,1,22,27,10,8,1,0,1,0,1,0,29,4,0,12.4,0.5,1.79,Dropout
1,12,1,12,1,1,1,23,3,10,2,0,0,0,1,1,0,24,7,2,15.5,2.8,-4.06,Graduate
1,8,2,11,1,1,1,13,28,7,7,1,0,0,1,1,0,19,5,4,15.5,2.8,-4.06,Graduate
2,4,1,2,1,3,1,13,14,10,10,1,0,0,1,1,0,37,0,0,7.6,2.6,0.32,Dropout
1,3,2,5,1,1,1,1,1,5,11,1,0,0,1,1,0,18,5,5,16.2,0.3,-0.92,Graduate
1,1,5,9,1,1,1,24,29,4,4,1,0,0,0,1,0,18,0,0,11.1,0.6,2.02,Dropout
1,1,5,15,1,1,1,1,28,10,6,1,0,1,0,1,0,18,0,0,11.1,0.6,2.02,Dropout
1,1,3,12,1,1,1,1,1,5,5,1,0,0,1,1,0,18,7,7,12.7,3.7,-1.7,Graduate
1,1,1,5,1,1,1,22,27,10,10,1,0,0,1,1,0,19,6,6,9.4,-0.8,-3.12,Graduate
1,1,1,10,1,1,1,13,28,10,10,0,0,0,1,1,0,19,5,3,16.2,0.3,-0.92,Dropout
1,15,1,4,1,14,1,13,14,10,8,1,0,1,1,1,0,21,6,6,12.4,0.5,1.79,Graduate
1,9,2,13,1,1,1,3,3,3,3,0,0,0,1,1,0,18,6,4,8.9,1.4,3.51,Graduate
1,7,2,9,1,1,1,13,14,5,10,1,0,0,1,1,0,19,5,3,10.8,1.4,1.74,Dropout
1,4,1,15,1,17,1,13,1,5,9,0,0,0,1,1,0,25,6,6,11.1,0.6,2.02,Graduate
1,1,1,5,1,1,1,22,1,10,9,1,0,0,1,1,0,22,6,6,12.7,3.7,-1.7,Graduate
1,12,1,12,1,1,1,1,1,5,10,0,0,0,1,1,0,24,7,7,12.7,3.7,-1.7,Graduate
1,1,2,12,1,1,1,1,3,6,11,1,0,0,1,1,0,19,7,7,13.9,-0.3,0.79,Graduate
1,8,1,2,1,1,1,23,27,5,7,0,0,0,0,1,0,20,0,0,9.4,-0.8,-3.12,Dropout
1,1,2,12,1,1,1,13,14,10,8,1,0,0,1,1,1,19,7,7,10.8,1.4,1.74,Graduate
1,14,3,11,1,1,1,22,27,10,10,1,0,0,1,1,0,19,2,4,7.6,2.6,0.32,Dropout
1,1,1,14,1,1,1,3,3,4,4,1,0,0,1,1,0,19,5,5,12.4,0.5,1.79,Graduate
1,14,1,4,1,1,1,22,27,10,7,0,0,1,1,1,0,23,0,0,15.5,2.8,-4.06,Dropout
2,12,1,15,1,1,1,22,28,10,4,0,0,0,1,1,0,47,5,4,12.7,3.7,-1.7,Dropout
1,1,1,5,1,1,1,1,1,4,10,0,0,0,1,1,0,19,6,4,16.2,0.3,-0.92,Graduate
1,1,4,2,1,1,1,1,28,5,9,1,0,0,1,1,0,19,0,0,11.1,0.6,2.02,Graduate
1,1,1,2,1,1,1,3,3,3,3,1,0,0,1,1,0,18,0,0,16.2,0.3,-0.92,Dropout
1,14,1,9,1,1,1,1,3,2,2,0,0,0,1,1,0,28,2,0,15.5,2.8,-4.06,Dropout
1,14,1,11,1,6,1,19,24,1,1,1,0,0,1,1,0,20,4,3,7.6,2.6,0.32,Dropout
1,1,1,2,1,1,1,13,14,5,9,1,0,0,1,1,1,21,0,0,12.4,0.5,1.79,Graduate
1,12,1,11,1,12,1,23,27,5,6,0,0,1,0,1,0,24,0,0,16.2,0.3,-0.92,Dropout
1,12,1,11,1,1,1,3,1,4,5,0,0,0,1,1,0,28,6,5,13.9,-0.3,0.79,Graduate
1,8,4,12,1,1,1,23,27,6,8,1,0,0,1,1,1,18,7,8,11.1,0.6,2.02,Graduate
1,12,1,11,1,12,1,22,27,12,12,0,0,0,1,1,0,48,3,1,7.6,2.6,0.32,Dropout
1,8,4,10,1,1,1,22,27,10,9,1,0,0,1,1,0,21,6,6,8.9,1.4,3.51,Graduate
1,15,1,7,1,1,1,22,10,10,9,1,0,1,0,1,0,23,0,0,13.9,-0.3,0.79,Dropout
1,1,1,8,1,1,1,1,1,5,11,1,0,0,1,1,0,18,5,4,10.8,1.4,1.74,Graduate
1,15,1,10,1,14,1,1,1,5,4,0,0,0,1,1,0,22,6,2,13.9,-0.3,0.79,Dropout
1,7,1,2,1,1,1,13,27,10,8,1,0,0,1,1,0,25,10,7,12.4,0.5,1.79,Dropout
1,4,1,6,1,15,1,5,3,3,3,0,0,1,1,1,0,27,8,5,11.1,0.6,2.02,Dropout
1,12,1,7,1,9,1,19,24,1,1,0,0,0,0,1,0,49,0,0,10.8,1.4,1.74,Dropout
1,12,1,17,0,1,1,13,27,6,6,0,0,0,0,1,0,31,2,0,12.7,3.7,-1.7,Dropout
1,12,1,11,1,1,1,22,27,10,7,0,0,0,1,1,0,54,6,5,16.2,0.3,-0.92,Dropout
1,4,1,1,1,15,1,23,27,6,7,1,0,1,0,1,0,25,21,12,11.1,0.6,2.02,Dropout
1,4,1,5,1,3,1,4,4,3,3,0,0,0,1,1,0,28,2,3,12.7,3.7,-1.7,Dropout
2,12,1,3,0,12,1,22,27,10,7,0,0,0,1,1,0,41,7,6,12.7,3.7,-1.7,Graduate
1,14,1,9,1,1,1,1,1,5,5,0,0,0,1,1,0,22,0,2,15.5,2.8,-4.06,Dropout
1,1,1,11,1,1,1,2,1,3,4,0,0,0,1,1,0,34,2,0,15.5,2.8,-4.06,Dropout
1,12,1,4,1,1,1,23,28,10,10,0,0,1,0,1,0,28,11,10,11.1,0.6,2.02,Dropout
1,4,1,4,1,3,1,24,29,10,5,0,0,0,1,1,0,50,2,1,15.5,2.8,-4.06,Dropout
1,1,4,9,1,1,1,3,1,4,5,1,0,0,1,1,0,19,0,0,12.4,0.5,1.79,Dropout
1,14,1,12,1,1,1,3,4,3,5,0,0,0,1,1,0,18,4,3,16.2,0.3,-0.92,Dropout
2,12,1,17,0,1,1,22,27,2,2,0,0,0,1,1,0,59,0,0,16.2,0.3,-0.92,Dropout
2,4,1,17,0,3,1,19,24,13,13,1,0,0,0,1,0,33,0,0,7.6,2.6,0.32,Dropout
1,8,2,5,1,1,1,22,28,10,11,1,0,0,1,1,1,23,6,5,9.4,-0.8,-3.12,Graduate
2,12,1,17,0,12,1,22,1,6,6,0,0,0,1,1,0,44,3,5,13.9,-0.3,0.79,Dropout
2,1,4,3,0,1,1,19,24,1,1,1,0,0,1,1,0,37,0,0,9.4,-0.8,-3.12,Dropout
2,12,1,2,1,12,1,22,27,10,10,0,0,0,1,1,0,36,0,0,10.8,1.4,1.74,Dropout
1,1,2,17,0,1,1,1,3,5,3,0,0,0,0,1,0,22,3,2,7.6,2.6,0.32,Dropout
2,12,1,3,0,12,1,22,27,7,7,0,0,0,1,1,0,49,6,6,12.4,0.5,1.79,Graduate
1,16,1,15,1,1,1,1,32,6,4,1,0,0,1,1,0,23,6,4,11.1,0.6,2.02,Graduate
2,14,1,3,0,1,1,22,27,6,6,0,0,0,1,1,0,47,6,0,16.2,0.3,-0.92,Dropout
1,14,1,4,1,1,1,1,2,5,3,0,0,0,1,1,0,28,17,12,15.5,2.8,-4.06,Graduate
1,1,1,11,1,1,1,23,1,10,10,0,0,1,0,1,0,21,5,5,8.9,1.4,3.51,Dropout
1,14,1,10,1,14,1,2,1,2,3,0,0,0,1,1,0,21,10,10,13.9,-0.3,0.79,Graduate
2,13,1,9,1,1,1,22,27,10,10,0,0,0,0,1,0,49,0,0,10.8,1.4,1.74,Dropout
1,12,1,17,0,1,1,13,27,7,9,0,0,0,1,1,0,40,5,5,15.5,2.8,-4.06,Graduate
1,8,1,11,1,1,1,1,1,4,4,0,0,0,1,1,1,22,6,6,11.1,0.6,2.02,Graduate
1,12,1,17,0,1,1,3,28,3,8,0,0,0,1,1,0,31,0,0,13.9,-0.3,0.79,Dropout
1,13,1,7,1,1,1,5,5,3,3,0,0,0,1,1,0,30,2,2,15.5,2.8,-4.06,Dropout
1,1,1,10,1,1,1,22,27,6,11,0,0,0,1,1,0,19,5,5,7.6,2.6,0.32,Graduate
1,9,1,9,1,1,1,19,24,12,12,0,0,0,1,1,0,22,3,3,9.4,-0.8,-3.12,Dropout
1,1,1,15,1,1,1,13,27,10,10,0,0,0,1,1,0,19,6,6,15.5,2.8,-4.06,Graduate
1,8,1,2,1,1,1,1,27,5,10,0,0,0,0,1,0,21,0,0,7.6,2.6,0.32,Dropout
